viagem_id,veiculo_id,motorista_id,geocerca_origem_id,geocerca_destino_id,data_inicio,data_fim_prevista,data_fim_real,status,distancia_km,peso_carga_kg,nota_fiscal
VIA-001684,VEI-0072,MOT-0114,GEO-0007,GEO-0002,2026-04-28 21:34:43.557582,2026-05-01 01:34:43.557582,2026-05-01 06:34:43.557582,concluida,-932,5555,NF-473313
VIA-001685,VEI-0112,MOT-0025,GEO-0006,GEO-0023,2026-04-28 21:34:38.621302,2026-04-30 00:34:38.621302,2026-04-30 01:34:38.621302,concluida,2347,19108,NF-484267
VIA-001686,VEI-0087,MOT-9999,GEO-0007,GEO-0028,2026-04-28 21:38:05.253370,2026-04-30 20:38:05.253370,2026-05-01 00:38:05.253370,concluida,260,31868,NF-864736
VIA-001687,VEI-0121,MOT-0035,GEO-0005,GEO-0033,2026-04-28 21:35:43.911222,2026-04-30 16:35:43.911222,,cancelada,349,9406,NF-472135
VIA-001688,VEI-0059,MOT-0005,GEO-0008,GEO-0021,2026-04-28 21:35:57.820056,2026-05-01 11:35:57.820056,2026-05-01 10:35:57.820056,concluida,-2329,21201,NF-705127
VIA-001689,VEI-0149,MOT-0070,GEO-0004,GEO-0023,2026-04-28 21:34:01.372658,2026-04-29 11:34:01.372658,2026-04-29 12:34:01.372658,concluida,617,14523,NF-399411
VIA-001690,VEI-0014,MOT-0047,GEO-0003,GEO-0028,2026-04-28 21:36:19.618550,2026-04-29 10:36:19.618550,,cancelada,302,38057,NF-271203
VIA-001691,VEI-0126,MOT-0119,GEO-0004,GEO-0033,2026-04-28 21:38:42.511262,2026-04-29 02:38:42.511262,,atrasada,1058,16782,NF-204552
VIA-001692,VEI-0103,MOT-0030,GEO-0008,GEO-0001,2026-04-28 21:37:38.223938,2026-05-01 18:37:38.223938,,atrasada,1917,15778,NF-851950
VIA-001693,VEI-0076,MOT-0096,GEO-0001,GEO-0038,2026-04-28 21:36:59.582790,2026-04-29 01:36:59.582790,,cancelada,1090,1217,NF-515072
VIA-001694,VEI-0064,MOT-0113,GEO-0002,GEO-0037,2026-04-28 21:35:03.448643,2026-04-30 20:35:03.448643,,atrasada,709,33103,NF-950350
VIA-001695,VEI-0046,MOT-0109,GEO-0005,GEO-0001,2026-04-28 21:37:14.383425,2026-04-30 15:37:14.383425,2026-04-30 14:37:14.383425,concluida,2477,34499,NF-254747
VIA-001696,VEI-0019,MOT-0113,GEO-0001,GEO-0021,2026-04-28 21:38:04.539289,2026-04-29 23:38:04.539289,,cancelada,720,19102,NF-933704
VIA-001697,VEI-0041,MOT-0072,GEO-0005,GEO-0036,2026-04-28 21:39:34.969302,2026-04-30 01:39:34.969302,2026-04-30 00:39:34.969302,concluida,-712,19163,NF-813585
VIA-001698,VEI-0095,MOT-0001,GEO-0005,GEO-0004,2026-04-28 21:36:24.670904,2026-04-29 07:36:24.670904,2026-04-29 06:36:24.670904,concluida,665,27927,NF-548759
VIA-001699,VEI-0080,MOT-0052,GEO-0008,GEO-0006,2026-04-28 21:34:23.069132,2026-04-29 19:34:23.069132,2026-04-30 00:34:23.069132,concluida,372,28930,NF-606955
VIA-001700,VEI-0082,MOT-0055,GEO-0005,GEO-0034,2026-04-28 21:35:34.144624,2026-04-30 12:35:34.144624,,cancelada,615,26727,NF-743308
VIA-001701,VEI-0089,MOT-0029,GEO-0006,GEO-0021,2026-04-28 21:36:41.693825,2026-04-29 18:36:41.693825,2026-04-29 16:36:41.693825,concluida,1593,7829,NF-822340
VIA-001702,VEI-0139,MOT-0033,GEO-0003,GEO-0029,2026-04-28 21:33:58.930047,2026-05-01 01:33:58.930047,,cancelada,2150,13330,NF-326174
VIA-001703,VEI-0012,MOT-0052,GEO-0001,GEO-0026,2026-04-28 21:33:49.348163,2026-05-01 12:33:49.348163,,atrasada,1475,17779,NF-412469
VIA-001704,VEI-0013,MOT-0072,GEO-0001,GEO-0008,2026-04-28 21:39:25.523816,2026-04-29 13:39:25.523816,2026-04-29 13:39:25.523816,concluida,400,10244,NF-227790
VIA-001705,VEI-0031,MOT-0054,GEO-0007,GEO-0032,2026-04-28 21:36:58.568218,2026-05-01 14:36:58.568218,2026-05-01 13:36:58.568218,concluida,2104,23734,
VIA-001706,VEI-0032,MOT-0054,GEO-0003,GEO-0026,2026-04-28 21:34:56.109801,2026-04-29 17:34:56.109801,,em_transito,1778,8838,NF-662552
VIA-001707,VEI-0140,MOT-0021,GEO-0004,GEO-0002,2026-04-28 21:38:06.856002,2026-04-30 00:38:06.856002,2026-04-30 03:38:06.856002,concluida,1644,15201,NF-283979
VIA-001708,VEI-0108,MOT-0013,GEO-0008,GEO-0025,2026-04-28 21:36:14.349615,2026-04-30 23:36:14.349615,2026-04-30 21:36:14.349615,concluida,1693,30191,NF-763877
VIA-001709,VEI-0020,MOT-0119,GEO-0008,GEO-0021,2026-04-28 21:36:02.588753,2026-05-01 15:36:02.588753,,atrasada,2485,27570,NF-393338
VIA-001710,VEI-0140,MOT-0091,GEO-0004,GEO-0029,2026-04-28 21:35:53.376588,2026-05-01 08:35:53.376588,2026-05-01 09:35:53.376588,concluida,1217,25022,NF-128690
VIA-001711,VEI-0045,MOT-0108,GEO-0008,GEO-0007,2026-04-28 21:36:07.975943,2026-05-01 21:36:07.975943,,em_transito,592,2452,NF-552722
VIA-001712,VEI-0007,MOT-0068,GEO-0001,GEO-0003,2026-04-28 21:34:25.710917,2026-05-01 11:34:25.710917,,em_transito,290,2440,NF-362192
VIA-001713,VEI-0036,MOT-0081,GEO-0007,GEO-0025,2026-04-28 21:33:45.730146,2026-04-29 02:33:45.730146,2026-04-29 02:33:45.730146,concluida,2496,25454,NF-187181
VIA-001714,VEI-0035,MOT-0060,GEO-0005,GEO-0030,2026-04-28 21:34:48.070263,2026-04-29 07:34:48.070263,2026-04-29 06:34:48.070263,concluida,263,38088,NF-226701
VIA-001715,VEI-0069,MOT-0108,GEO-0002,GEO-0020,2026-04-28 21:34:00.045858,2026-04-30 03:34:00.045858,2026-04-30 11:34:00.045858,concluida,2263,14088,NF-941912
VIA-001716,VEI-0042,MOT-0043,GEO-0001,GEO-0029,2026-04-28 21:37:49.937404,2026-04-29 14:37:49.937404,,cancelada,2213,14824,NF-602714
VIA-001717,VEI-0015,MOT-0069,GEO-0003,GEO-0027,2026-04-28 21:36:30.956902,2026-04-30 10:36:30.956902,2026-04-30 08:36:30.956902,concluida,426,7480,NF-673509
VIA-001718,VEI-0043,MOT-0003,GEO-0002,GEO-0033,2026-04-28 21:34:11.879639,2026-04-30 11:34:11.879639,2026-04-30 11:34:11.879639,concluida,702,1845,NF-779009
VIA-001719,VEI-0044,MOT-0080,GEO-0006,GEO-0021,2026-04-28 21:38:22.773937,2026-04-29 20:38:22.773937,2026-04-29 21:38:22.773937,concluida,1172,24055,NF-698959
VIA-001720,VEI-0134,MOT-0027,GEO-0006,GEO-0005,2026-04-28 21:37:49.971314,2026-05-01 08:37:49.971314,,em_transito,188,8930,NF-967481
VIA-001721,VEI-0121,MOT-0016,GEO-0004,GEO-0006,2026-04-28 21:34:53.767711,2026-04-30 13:34:53.767711,,atrasada,1740,34923,NF-606127
VIA-001722,VEI-0005,MOT-0082,GEO-0001,GEO-0023,2026-04-28 21:35:51.640295,2026-05-01 14:35:51.640295,2026-05-01 14:35:51.640295,concluida,1783,35296,NF-475380
VIA-001723,VEI-0124,MOT-0088,GEO-0007,GEO-0035,2026-04-28 21:35:35.227264,2026-05-01 09:35:35.227264,,cancelada,2221,25006,NF-980124
VIA-001724,VEI-0034,MOT-0081,GEO-0007,GEO-0003,2026-04-28 21:34:10.601747,2026-04-30 02:34:10.601747,2026-04-30 02:34:10.601747,concluida,856,9667,NF-452477
VIA-001725,VEI-0020,MOT-0051,GEO-0008,GEO-0029,2026-04-28 21:33:39.421327,2026-05-01 11:33:39.421327,,atrasada,950,17348,NF-412429
VIA-001726,VEI-0010,MOT-0074,GEO-0003,GEO-0034,2026-04-28 21:36:14.045628,2026-05-01 17:36:14.045628,2026-05-01 20:36:14.045628,concluida,1843,39444,NF-218115
VIA-001727,VEI-0105,MOT-0031,GEO-0006,GEO-0007,2026-04-28 21:38:37.125945,2026-04-29 14:38:37.125945,,atrasada,540,37555,NF-319285
VIA-001728,VEI-0051,MOT-0050,GEO-0003,GEO-0034,2026-04-28 21:35:19.489841,2026-05-01 01:35:19.489841,2026-05-01 05:35:19.489841,concluida,1006,11124,NF-685783
VIA-001729,VEI-0137,MOT-0027,GEO-0008,GEO-0005,2026-04-28 21:38:15.547533,2026-04-30 13:38:15.547533,2026-04-30 11:38:15.547533,concluida,440,2301,NF-486900
VIA-001730,VEI-0125,MOT-0062,GEO-0001,GEO-0037,2026-04-28 21:39:18.690668,2026-04-30 12:39:18.690668,,em_transito,853,10607,NF-888719
VIA-001731,VEI-0038,MOT-0118,GEO-0005,GEO-0031,2026-04-28 21:34:27.959968,2026-05-01 00:34:27.959968,,atrasada,781,17433,NF-926216
VIA-001732,VEI-0055,MOT-0023,GEO-0006,GEO-0030,2026-04-28 21:38:15.206676,2026-04-30 06:38:15.206676,,atrasada,375,33539,NF-217073
VIA-001733,VEI-0132,MOT-0045,GEO-0003,GEO-0019,2026-04-28 21:35:22.502678,2026-04-30 01:35:22.502678,,cancelada,1704,33859,NF-195720
VIA-001734,VEI-0045,MOT-0059,GEO-0004,GEO-0021,2026-04-28 21:36:37.752603,2026-05-01 14:36:37.752603,,atrasada,1121,26378,NF-241657
VIA-001735,VEI-0039,MOT-0117,GEO-0007,GEO-0004,2026-04-28 21:35:51.979280,2026-04-29 19:35:51.979280,2026-04-30 01:35:51.979280,concluida,1824,27090,NF-619952
VIA-001736,VEI-0085,MOT-0047,GEO-0002,GEO-0038,2026-04-28 21:37:42.832491,2026-04-30 21:37:42.832491,2026-04-30 19:37:42.832491,concluida,2319,844,NF-260155
VIA-001737,VEI-0120,MOT-0013,GEO-0005,GEO-0026,2026-04-28 21:34:04.874023,2026-04-30 02:34:04.874023,,atrasada,859,25842,NF-635359
VIA-001738,VEI-0102,MOT-0101,GEO-0004,GEO-0026,2026-04-28 21:36:54.659781,2026-04-29 23:36:54.659781,,em_transito,764,10008,NF-113732
VIA-001739,VEI-0113,MOT-0082,GEO-0003,GEO-0038,,2026-05-01 17:36:43.621060,2026-05-01 22:36:43.621060,concluida,149,34505,NF-618458
VIA-001740,VEI-0053,MOT-0071,GEO-0002,GEO-0037,2026-04-28 21:34:37.062998,2026-04-30 20:34:37.062998,2026-04-30 21:34:37.062998,concluida,1657,22939,NF-124579
VIA-001741,VEI-0001,MOT-0087,GEO-0005,GEO-0036,2026-04-28 21:37:07.035530,2026-04-29 16:37:07.035530,,cancelada,384,11128,NF-534760
VIA-001742,VEI-0039,MOT-0049,GEO-0008,GEO-0002,2026-04-28 21:39:31.773118,2026-05-01 04:39:31.773118,,em_transito,2257,21788,NF-592710
VIA-001743,VEI-9999,MOT-0033,GEO-0003,GEO-0033,2026-04-28 21:36:18.501936,2026-04-29 10:36:18.501936,2026-04-29 17:36:18.501936,concluida,1774,22167,NF-752313
VIA-001744,VEI-0024,MOT-0106,GEO-0003,GEO-0030,2026-04-28 21:33:43.167191,2026-04-29 13:33:43.167191,2026-04-29 12:33:43.167191,concluida,2033,15802,NF-205177
VIA-001745,VEI-0033,MOT-0077,GEO-0005,GEO-0026,2026-04-28 21:35:54.379489,2026-04-30 04:35:54.379489,2026-04-30 12:35:54.379489,concluida,1868,22659,NF-846658
VIA-001746,VEI-0104,MOT-0116,GEO-0007,GEO-0020,2026-04-28 21:35:11.591506,2026-04-29 15:35:11.591506,,cancelada,1484,24231,NF-341443
VIA-001747,VEI-0023,MOT-0046,GEO-0008,GEO-0024,2026-04-28 21:39:02.529824,2026-04-30 15:39:02.529824,,em_transito,1585,9073,NF-134369
VIA-001748,VEI-0105,MOT-0036,GEO-0003,GEO-0019,2026-04-28 21:37:37.233430,2026-04-30 08:37:37.233430,2026-04-30 12:37:37.233430,concluida,240,6050,NF-450729
VIA-001749,VEI-0014,MOT-0031,GEO-0002,GEO-0031,2026-04-28 21:35:49.467013,2026-04-30 02:35:49.467013,,cancelada,630,19045,NF-197350
VIA-001750,VEI-0006,MOT-0084,GEO-0005,GEO-0033,2026-04-28 21:35:00.240721,2026-04-29 13:35:00.240721,2026-04-29 12:35:00.240721,concluida,1471,38401,NF-389023
VIA-001751,VEI-0074,MOT-0056,GEO-0003,GEO-0026,2026-04-28 21:37:17.798234,2026-05-01 19:37:17.798234,,em_transito,2125,18959,NF-260950
VIA-001752,VEI-0002,MOT-0051,GEO-0007,GEO-0006,2026-04-28 21:34:37.816518,2026-05-01 07:34:37.816518,2026-05-01 07:34:37.816518,concluida,893,8387,NF-825126
VIA-001753,VEI-0006,MOT-0088,GEO-0003,GEO-0007,,2026-04-29 07:35:35.299235,,em_transito,1763,8418,NF-451753
VIA-001754,VEI-0116,MOT-0075,GEO-0008,GEO-0002,2026-04-28 21:39:20.799644,2026-04-29 06:39:20.799644,2026-04-29 05:39:20.799644,concluida,2294,34377,NF-836227
VIA-001755,VEI-0057,MOT-0047,GEO-0002,GEO-0029,2026-04-28 21:38:27.992208,2026-05-01 09:38:27.992208,2026-05-01 17:38:27.992208,concluida,153,34139,NF-380418
VIA-001756,VEI-0031,MOT-0096,GEO-0003,GEO-0008,2026-04-28 21:38:05.210814,2026-04-29 08:38:05.210814,,cancelada,2223,28139,NF-824654
VIA-001757,VEI-0017,MOT-0108,GEO-0002,GEO-0028,2026-04-28 21:36:25.932429,2026-05-01 14:36:25.932429,,atrasada,-2486,34220,NF-151458
VIA-001758,VEI-0126,MOT-0050,GEO-0006,GEO-0024,2026-04-28 21:34:42.877298,2026-05-01 13:34:42.877298,,em_transito,1581,21301,NF-599046
VIA-001759,VEI-0116,MOT-0045,GEO-0005,GEO-0037,2026-04-28 21:39:35.426193,2026-04-30 16:39:35.426193,2026-04-30 23:39:35.426193,concluida,1285,37119,NF-330226
VIA-001760,VEI-0118,MOT-0050,GEO-0002,GEO-0036,2026-04-28 21:33:39.186757,2026-04-30 04:33:39.186757,2026-04-30 04:33:39.186757,concluida,1971,9435,NF-775849
VIA-001761,VEI-0117,MOT-0031,GEO-0003,GEO-0004,2026-04-28 21:38:16.412318,2026-05-01 01:38:16.412318,,atrasada,730,37883,NF-444552
VIA-001762,VEI-0067,MOT-0037,GEO-0002,GEO-0036,2026-04-28 21:34:03.452873,2026-04-29 07:34:03.452873,,atrasada,799,7366,NF-192005
VIA-001763,VEI-0014,MOT-0025,GEO-0002,GEO-0019,2026-04-28 21:38:36.229939,2026-05-01 07:38:36.229939,,atrasada,1583,23833,NF-692136
VIA-001764,VEI-0050,MOT-0022,GEO-0007,GEO-0025,2026-04-28 21:35:23.321023,2026-04-30 13:35:23.321023,,atrasada,2398,22952,NF-521772
VIA-001765,VEI-0044,MOT-0042,GEO-0006,GEO-0020,2026-04-28 21:37:30.450467,2026-05-01 21:37:30.450467,2026-05-02 04:37:30.450467,concluida,1161,24474,NF-350198
VIA-001766,VEI-0001,MOT-0113,GEO-0002,GEO-0019,2026-04-28 21:38:10.158335,2026-04-30 20:38:10.158335,,em_transito,1466,8619,NF-174641
VIA-001767,VEI-0140,MOT-0042,GEO-0006,GEO-0026,2026-04-28 21:38:53.122668,2026-04-30 18:38:53.122668,2026-04-30 20:38:53.122668,concluida,1874,20465,NF-507279
VIA-001768,VEI-0125,MOT-0089,GEO-0005,GEO-0020,2026-04-28 21:34:20.244158,2026-05-01 06:34:20.244158,2026-05-01 14:34:20.244158,concluida,1407,29270,NF-235359
VIA-001769,VEI-0072,MOT-0104,GEO-0006,GEO-0037,2026-04-28 21:34:30.887368,2026-05-01 08:34:30.887368,,cancelada,864,4999,NF-680894
VIA-001770,VEI-0006,MOT-0066,GEO-0003,GEO-0021,2026-04-28 21:37:38.266610,2026-04-29 05:37:38.266610,,em_transito,269,25837,NF-659069
VIA-001771,VEI-0092,MOT-0038,GEO-0005,GEO-0003,2026-04-28 21:39:21.669484,2026-04-29 14:39:21.669484,,cancelada,107,18589,NF-480031
VIA-001772,VEI-0135,MOT-0114,GEO-0002,GEO-0022,2026-04-28 21:38:07.660096,2026-04-30 22:38:07.660096,,atrasada,654,24735,NF-634611
VIA-001773,VEI-0146,MOT-0087,GEO-0003,GEO-0033,2026-04-28 21:39:08.429907,2026-04-30 08:39:08.429907,2026-04-30 09:39:08.429907,concluida,1498,30183,NF-718276
VIA-001774,VEI-0028,MOT-0041,GEO-0005,GEO-0006,2026-04-28 21:33:38.135121,2026-04-29 19:33:38.135121,2026-04-30 01:33:38.135121,concluida,1833,12040,NF-186014
VIA-001775,VEI-0141,MOT-0076,GEO-0008,GEO-0038,2026-04-28 21:38:40.759477,2026-05-01 15:38:40.759477,2026-05-01 19:38:40.759477,concluida,833,31804,NF-460032
VIA-001776,VEI-0150,MOT-0100,GEO-0003,GEO-0002,2026-04-28 21:35:27.500015,2026-04-30 04:35:27.500015,2026-04-30 05:35:27.500015,concluida,1982,6886,NF-777518
VIA-001777,VEI-0068,MOT-0063,GEO-0002,GEO-0023,2026-04-28 21:39:12.642816,2026-04-29 18:39:12.642816,2026-04-29 21:39:12.642816,concluida,1896,17344,NF-147984
VIA-001778,VEI-0050,MOT-0027,GEO-0003,GEO-0027,2026-04-28 21:38:46.667404,2026-04-30 11:38:46.667404,2026-04-30 19:38:46.667404,concluida,2359,28824,NF-660841
VIA-001779,VEI-0076,MOT-0012,GEO-0003,GEO-0032,2026-04-28 21:36:01.062479,2026-05-01 11:36:01.062479,2026-05-01 17:36:01.062479,concluida,666,35320,NF-324499
VIA-001780,VEI-0017,MOT-0116,GEO-0007,GEO-0033,2026-04-28 21:37:11.454259,2026-04-30 06:37:11.454259,2026-04-30 08:37:11.454259,concluida,1429,18829,NF-898517
VIA-001781,VEI-0072,MOT-0050,GEO-0005,GEO-0031,2026-04-28 21:39:35.438866,2026-05-01 11:39:35.438866,,atrasada,978,5492,NF-877478
VIA-001782,VEI-0128,MOT-0012,GEO-0003,GEO-0030,2026-04-28 21:37:48.880581,2026-05-01 10:37:48.880581,,atrasada,765,8764,NF-265948
VIA-001783,VEI-0041,MOT-0008,GEO-0003,GEO-0025,2026-04-28 21:35:33.883169,2026-05-01 17:35:33.883169,2026-05-01 18:35:33.883169,concluida,962,6279,NF-726520
VIA-001784,VEI-0009,MOT-0067,GEO-0005,GEO-0020,2026-04-28 21:37:55.739554,2026-05-01 11:37:55.739554,,atrasada,849,9228,NF-124938
VIA-001785,VEI-0144,MOT-0020,GEO-0001,GEO-0026,2026-04-28 21:36:06.152143,2026-05-01 11:36:06.152143,2026-05-01 16:36:06.152143,concluida,1486,0,NF-592871
VIA-001786,VEI-0039,MOT-0001,GEO-0005,GEO-0033,2026-04-28 21:34:40.494236,2026-05-01 21:34:40.494236,2026-05-02 00:34:40.494236,concluida,2181,31668,NF-377779
VIA-001787,VEI-0027,MOT-9999,GEO-0002,GEO-0025,2026-04-28 21:35:47.941966,2026-04-30 04:35:47.941966,2026-04-30 06:35:47.941966,concluida,146,26823,NF-443885
VIA-001788,VEI-0072,MOT-0083,GEO-0003,GEO-0033,2026-04-28 21:35:25.448548,2026-04-29 22:35:25.448548,2026-04-30 00:35:25.448548,concluida,627,33419,NF-804294
VIA-001789,VEI-0013,MOT-0010,GEO-0008,GEO-0035,2026-04-28 21:38:39.761610,2026-05-01 08:38:39.761610,2026-05-01 07:38:39.761610,concluida,1312,28274,NF-306255
VIA-001790,VEI-0115,MOT-0004,GEO-0003,GEO-0019,2026-04-28 21:39:37.957897,2026-05-01 05:39:37.957897,2026-05-01 13:39:37.957897,concluida,1528,38095,NF-281838
VIA-001791,VEI-0146,MOT-0073,GEO-0004,GEO-0001,2026-04-28 21:37:04.254316,2026-04-30 14:37:04.254316,2026-04-30 14:37:04.254316,concluida,1812,4301,NF-256886
VIA-001792,VEI-0033,MOT-0049,GEO-0006,GEO-0001,2026-04-28 21:37:26.315696,2026-04-30 14:37:26.315696,,atrasada,483,30742,NF-431482
VIA-001793,VEI-0013,MOT-0040,GEO-0007,GEO-0033,2026-04-28 21:35:02.307152,2026-04-29 10:35:02.307152,2026-04-29 16:35:02.307152,concluida,2179,24846,NF-694771
VIA-001794,VEI-0093,MOT-0064,GEO-0004,GEO-0021,2026-04-28 21:33:58.067699,2026-04-30 05:33:58.067699,2026-04-30 10:33:58.067699,concluida,2152,9445,NF-628205
VIA-001795,VEI-0083,MOT-0041,GEO-0004,GEO-0024,2026-04-28 21:34:04.097291,2026-04-29 16:34:04.097291,2026-04-30 00:34:04.097291,concluida,273,21068,NF-688023
VIA-001796,VEI-0011,MOT-0072,GEO-0001,GEO-0035,2026-04-28 21:37:07.860790,2026-04-30 04:37:07.860790,,cancelada,2158,6538,NF-196765
VIA-001797,VEI-0025,MOT-0073,GEO-0002,GEO-0023,2026-04-28 21:36:46.130899,2026-05-01 14:36:46.130899,,em_transito,1690,34672,NF-146063
VIA-001798,VEI-0026,MOT-0024,GEO-0005,GEO-0001,2026-04-28 21:35:04.239619,2026-05-01 18:35:04.239619,2026-05-01 21:35:04.239619,concluida,1049,24727,NF-702281
VIA-001799,VEI-0004,MOT-0117,GEO-0002,GEO-0003,2026-04-28 21:37:23.734681,2026-05-01 21:37:23.734681,2026-05-01 22:37:23.734681,concluida,1465,39366,
VIA-001800,VEI-0025,MOT-0119,GEO-0005,GEO-0035,2026-04-28 21:37:40.686535,2026-04-30 14:37:40.686535,2026-04-30 22:37:40.686535,concluida,2317,21773,NF-841710
VIA-001801,VEI-0001,MOT-0030,GEO-0001,GEO-0008,2026-04-28 21:34:38.604511,2026-04-29 18:34:38.604511,2026-04-29 21:34:38.604511,concluida,1853,32197,NF-544437
VIA-001802,VEI-0131,MOT-0088,GEO-0006,GEO-0025,2026-04-28 21:37:29.083566,2026-05-01 00:37:29.083566,2026-05-01 01:37:29.083566,concluida,177,38546,NF-860751
VIA-001803,VEI-0112,MOT-0051,GEO-0007,GEO-0002,2026-04-28 21:33:41.785131,2026-04-29 16:33:41.785131,,em_transito,1918,3213,NF-286163
VIA-001804,VEI-0122,MOT-0024,GEO-0001,GEO-0027,2026-04-28 21:35:55.021661,2026-05-01 21:35:55.021661,2026-05-02 00:35:55.021661,concluida,2447,16935,NF-726642
VIA-001805,VEI-0024,MOT-0021,GEO-0001,GEO-0030,2026-04-28 21:35:05.156140,2026-04-29 14:35:05.156140,2026-04-29 17:35:05.156140,concluida,-2022,27891,NF-795996
VIA-001806,VEI-0097,MOT-0076,GEO-0007,GEO-0008,2026-04-28 21:38:42.312156,2026-04-30 18:38:42.312156,2026-04-30 18:38:42.312156,concluida,148,35342,NF-706474
VIA-001807,VEI-0014,MOT-0009,GEO-0008,GEO-0034,2026-04-28 21:37:00.840418,2026-05-01 10:37:00.840418,2026-05-01 18:37:00.840418,concluida,618,20858,NF-110470
VIA-001808,VEI-0015,MOT-0038,GEO-0001,GEO-0003,2026-04-28 21:37:16.143698,2026-05-01 09:37:16.143698,2026-05-01 10:37:16.143698,concluida,127,31951,NF-772957
VIA-001809,VEI-0017,MOT-0031,GEO-0008,GEO-0019,2026-04-28 21:38:32.165945,2026-04-30 03:38:32.165945,2026-04-30 09:38:32.165945,concluida,216,37972,NF-505525
VIA-001810,VEI-0046,MOT-0059,GEO-0002,GEO-0029,2026-04-28 21:37:47.836820,2026-05-01 11:37:47.836820,,em_transito,364,25941,NF-812429
VIA-001811,VEI-0012,MOT-0073,GEO-0002,GEO-0004,2026-04-28 21:36:31.748179,2026-04-30 14:36:31.748179,2026-04-30 12:36:31.748179,concluida,1791,39016,NF-712786
VIA-001812,VEI-0044,MOT-0078,GEO-0005,GEO-0024,2026-04-28 21:36:41.578785,2026-04-29 13:36:41.578785,,atrasada,979,36284,NF-992729
VIA-001813,VEI-0059,MOT-0049,GEO-0005,GEO-0004,2026-04-28 21:36:15.706988,2026-04-29 17:36:15.706988,2026-04-30 01:36:15.706988,concluida,1307,741,NF-954927
VIA-001814,VEI-0127,MOT-0077,GEO-0007,GEO-0019,2026-04-28 21:36:07.278222,2026-04-29 11:36:07.278222,2026-04-29 17:36:07.278222,concluida,686,37750,NF-284584
VIA-001815,VEI-0072,MOT-0007,GEO-0007,GEO-0020,2026-04-28 21:38:58.518787,2026-04-30 02:38:58.518787,2026-04-30 10:38:58.518787,concluida,2296,33518,NF-862204
VIA-001816,VEI-0047,MOT-0040,GEO-0007,GEO-0021,2026-04-28 21:34:40.134636,2026-05-01 20:34:40.134636,2026-05-02 04:34:40.134636,concluida,2460,29541,NF-284065
VIA-001817,VEI-0049,MOT-0100,GEO-0001,GEO-0021,2026-04-28 21:39:20.862365,2026-05-01 16:39:20.862365,,atrasada,543,19362,NF-195740
VIA-001818,VEI-0024,MOT-0017,GEO-0003,GEO-0008,2026-04-28 21:38:49.363078,2026-05-01 09:38:49.363078,,atrasada,2245,31369,NF-729853
VIA-001819,VEI-0032,MOT-0109,GEO-0002,GEO-0028,2026-04-28 21:38:57.129398,2026-04-30 09:38:57.129398,2026-04-30 13:38:57.129398,concluida,610,24177,NF-385051
VIA-001820,VEI-0121,MOT-0077,GEO-0002,GEO-0019,2026-04-28 21:37:04.799414,2026-04-29 18:37:04.799414,2026-04-29 20:37:04.799414,concluida,726,3173,NF-205347
VIA-001821,VEI-0111,MOT-0083,GEO-0002,GEO-0007,2026-04-28 21:35:44.447345,2026-04-30 17:35:44.447345,2026-04-30 19:35:44.447345,concluida,1109,8701,NF-401626
VIA-001822,VEI-0118,MOT-0079,GEO-0004,GEO-0037,2026-04-28 21:39:16.001015,2026-04-29 04:39:16.001015,,atrasada,1132,31300,NF-484506
VIA-001823,VEI-0108,MOT-9999,GEO-0004,GEO-0023,2026-04-28 21:36:54.769917,2026-05-01 20:36:54.769917,2026-05-01 23:36:54.769917,concluida,2361,36644,NF-834714
VIA-001824,VEI-0120,MOT-0099,GEO-0004,GEO-0026,2026-04-28 21:39:12.460494,2026-05-01 20:39:12.460494,2026-05-02 04:39:12.460494,concluida,1639,2540,NF-732717
VIA-001825,VEI-0113,MOT-0018,GEO-0008,GEO-0020,2026-04-28 21:36:08.765624,2026-04-29 10:36:08.765624,,cancelada,1837,25132,NF-976509
VIA-001826,VEI-0123,MOT-0003,GEO-0005,GEO-0002,2026-04-28 21:36:20.078839,2026-04-29 16:36:20.078839,,cancelada,2463,13704,NF-370140
VIA-001827,VEI-0149,MOT-0074,GEO-0007,GEO-0034,2026-04-28 21:34:42.916032,2026-05-01 15:34:42.916032,2026-05-01 17:34:42.916032,concluida,1431,34996,NF-528831
VIA-001828,VEI-0098,MOT-0083,GEO-0006,GEO-0019,2026-04-28 21:37:04.321996,2026-04-29 01:37:04.321996,2026-04-29 09:37:04.321996,concluida,1608,34502,NF-488901
VIA-001829,VEI-0144,MOT-0023,GEO-0004,GEO-0037,2026-04-28 21:38:45.055794,2026-05-01 09:38:45.055794,2026-05-01 11:38:45.055794,concluida,837,29140,NF-553125
VIA-001830,VEI-0104,MOT-0017,GEO-0003,GEO-0031,2026-04-28 21:37:17.558233,2026-04-30 22:37:17.558233,,em_transito,219,4584,NF-149966
VIA-001831,VEI-0113,MOT-0046,GEO-0008,GEO-0005,2026-04-28 21:35:10.083973,2026-04-30 00:35:10.083973,2026-04-29 22:35:10.083973,concluida,1472,20917,NF-398786
VIA-001832,VEI-0115,MOT-0096,GEO-0003,GEO-0031,2026-04-28 21:38:22.781675,2026-05-01 05:38:22.781675,,em_transito,1348,27185,NF-611628
VIA-001833,VEI-0061,MOT-0062,GEO-0003,GEO-0005,2026-04-28 21:35:18.531854,2026-04-29 07:35:18.531854,2026-04-29 08:35:18.531854,concluida,1048,16651,NF-504314
